timestamp,renewable_kw,forecast_kw,price_gbp_per_kwh,baseline_naive_kw,baseline_ramp_kw,optimised_smooth_kw,optimised_cost_kw
2026-02-24 00:00:00,2.437736638035451,3.6588841713942513,0.1372298136644714,3.6588841713942513,3.6588841713942513,3.3908916003942795,3.3908916003942795
2026-02-24 00:15:00,0.0,3.3908916003942795,0.1305115256982014,3.3908916003942795,3.3908916003942795,3.3908916003942795,3.3908916003942795
2026-02-24 00:30:00,12.543922489465963,9.616275582705615,0.13163376388882045,9.616275582705615,9.616275582705615,3.3908916003942795,3.3908916003942795
2026-02-24 00:45:00,17.32623176408577,12.782866148459028,0.13568231197321232,12.782866148459028,12.782866148459028,3.3908916003942795,3.3908916003942795
2026-02-24 01:00:00,0.0,0.0,0.13412121967883986,0.0,0.0,0.0,0.0
2026-02-24 01:15:00,5.872111284560329,10.730226194491337,0.1328947825522242,10.730226194491337,10.730226194491337,10.730226194491337,10.730226194491337
2026-02-24 01:30:00,20.531755426951108,20.615041929831342,0.12810414708139636,20.615041929831342,20.615041929831342,20.615041929831342,20.615041929831342
2026-02-24 01:45:00,20.177685564688666,21.206342289422807,0.12490563224580069,21.206342289422807,21.206342289422807,21.206342289422807,21.206342289422807
2026-02-24 02:00:00,25.747495250217764,21.829520867689695,0.13188084448096635,21.829520867689695,21.829520867689695,21.829520867689695,21.829520867689695
2026-02-24 02:15:00,22.204116304857592,28.336606451287395,0.12744020245225574,28.336606451287395,28.336606451287395,28.336606451287395,28.336606451287395
2026-02-24 02:30:00,39.179130329218786,43.89513321760887,0.1341361743274954,43.89513321760887,43.336606451287395,36.017271527487296,36.017271527487296
2026-02-24 02:45:00,41.447340275554936,40.83822086811649,0.13105627224025387,40.83822086811649,40.83822086811649,36.017271527487296,36.017271527487296
2026-02-24 03:00:00,38.79658881699871,36.017271527487296,0.12627352824168436,36.017271527487296,36.017271527487296,36.017271527487296,36.017271527487296
2026-02-24 03:15:00,50.28863263618373,48.50517571589083,0.13133862631420581,48.50517571589083,48.50517571589083,40.39815472573656,40.39815472573656
2026-02-24 03:30:00,47.9689437599165,43.97581604779325,0.1335459023740223,43.97581604779325,43.97581604779325,40.39815472573656,40.39815472573656
2026-02-24 03:45:00,40.26533397953386,40.39815472573656,0.13088760058140683,40.39815472573656,40.39815472573656,40.39815472573656,40.39815472573656
2026-02-24 04:00:00,52.950006272659984,49.86916767415725,0.12608715451026462,49.86916767415725,49.86916767415725,48.063436861115015,48.063436861115015
2026-02-24 04:15:00,45.13572425840481,48.063436861115015,0.13131164499836553,48.063436861115015,48.063436861115015,48.063436861115015,48.063436861115015
2026-02-24 04:30:00,62.584625712418394,60.78728283912468,0.13178500852360656,60.78728283912468,60.78728283912468,56.0785770791934,54.36329444837274
2026-02-24 04:45:00,57.848362398890195,56.0785770791934,0.1341214368798822,56.0785770791934,56.0785770791934,56.0785770791934,54.36329444837274
2026-02-24 05:00:00,59.397243992509985,67.08350901351994,0.133610172113296,67.08350901351994,67.08350901351994,56.0785770791934,54.36329444837274
2026-02-24 05:15:00,57.991892061133015,54.36329444837274,0.12545871243516163,54.36329444837274,54.36329444837274,54.36329444837274,54.36329444837274
2026-02-24 05:30:00,75.71491221939912,67.8753327796718,0.1275111432189852,67.8753327796718,67.8753327796718,56.894712984303034,56.894712984303034
2026-02-24 05:45:00,67.1229943457367,68.95407030777393,0.13302856563976667,68.95407030777393,68.95407030777393,56.894712984303034,56.894712984303034
2026-02-24 06:00:00,67.2840555413499,56.894712984303034,0.1715116069895787,56.894712984303034,56.894712984303034,56.894712984303034,56.894712984303034
2026-02-24 06:15:00,70.16933886587773,71.49123204500634,0.18388614405491183,71.49123204500634,71.49123204500634,71.49123204500634,56.894712984303034
2026-02-24 06:30:00,79.44245423232451,84.35105494178772,0.175802750558325,80.0,80.0,80.0,56.894712984303034
2026-02-24 06:45:00,80.22459785118632,80.57517300495688,0.17789112178057784,80.0,80.0,80.0,56.894712984303034
2026-02-24 07:00:00,82.63719492189142,82.68357029337245,0.2872166996712458,80.0,80.0,80.0,-0.0
2026-02-24 07:15:00,84.73123648322456,74.47818972197679,0.2796775855608656,74.47818972197679,74.47818972197679,74.47818972197679,-0.0
2026-02-24 07:30:00,100.28014203721821,103.05666046501216,0.2784906042745952,80.0,80.0,76.64460975399905,-0.0
2026-02-24 07:45:00,81.66889802158097,83.65036085781404,0.28140706551588607,80.0,80.0,76.64460975399905,-0.0
